Word
1. people – 사람들 ..... salamdeul
2. time – 시간 ..... sigan
3. year – 년 ..... nyeon
4. thing – 일 ..... il
5. way – 방법 ..... bangbeob
6. day – 하루 ..... halu
7. man – 사람 ..... salam
8. state – 상태 ..... sangtae
9. lot – 많은 ..... manh-eun
10. woman – 여자 ..... yeoja
11. country – 국가 ..... gugga
12. life – 생활 ..... saenghwal
13. question – 질문 ..... jilmun
14. president – 대통령 ..... daetonglyeong
15. child – 아이 ..... ai
16. week – 주 ..... ju
17. world – 세계 ..... segye
18. kind – 종류 ..... jonglyu
19. case – 경우 ..... gyeong-u
20. problem – 문제 ..... munje
21. fact – 사실 ..... sasil
22. family – 가족 ..... gajog
23. story – 이야기 ..... iyagi
24. point – 포인트 ..... pointeu
25. government – 정부 ..... jeongbu
26. money – 돈 ..... don
27. issue – 문제 ..... munje
28. part – 부분 ..... bubun
29. morning – 아침 ..... achim
30. guy – 사람 ..... salam
31. number – 수 ..... su
32. job – 작업 ..... jag-eob
33. night – 밤 ..... bam
34. right – 오른쪽 ..... oleunjjog
35. school – 학교 ..... haggyo
36. place – 장소 ..... jangso
37. war – 전쟁 ..... jeonjaeng
38. kid – 아이 ..... ai
39. month – 달 ..... dal
40. book – 책 ..... chaeg
41. hour – 시간 ..... sigan
42. show – 쇼 ..... syo
43. police – 경찰 ..... gyeongchal
44. program – 프로그램 ..... peulogeulaem
45. party – 파티 ..... pati
46. law – 법 ..... beob
47. word – 단어 ..... dan-eo
48. person – 사람 ..... salam
49. home – 홈 ..... hom
50. business – 사업 ..... sa-eob
51. friend – 친구 ..... chingu
52. company – 회사 ..... hoesa
53. side – 측면 ..... cheugmyeon
54. tax – 세금 ..... segeum
55. democrat – 민주당 ..... minjudang
56. group – 그룹 ..... geulub
57. moment – 순간 ..... sungan
58. break – 휴식 ..... hyusig
59. idea – 아이디어 ..... aidieo
60. member – 회원 ..... hoewon
61. system – 시스템 ..... siseutem
62. minute – 분 ..... bun
63. reason – 이유 ..... iyu
64. campaign – 캠페인 ..... kaempein
65. work – 작업 ..... jag-eob
66. nation – 국가 ..... gugga
67. congress – 의회 ..... uihoe
68. mother – 어머니 ..... eomeoni
69. force – 힘 ..... him
70. health – 건강 ..... geongang
71. back – 다시 ..... dasi
72. area – 지역 ..... jiyeog
73. name – 이름 ..... ileum
74. report – 보고서 ..... bogoseo
75. hand – 손 ..... son
76. line – 선 ..... seon
77. end – 말 ..... mal
78. court – 법원 ..... beob-won
79. care – 치료 ..... chilyo
80. couple – 부부 ..... bubu
81. house – 집 ..... jib
82. american – 미국 ..... migug
83. father – 아버지 ..... abeoji
84. situation – 상황 ..... sanghwang
85. car – 자동차 ..... jadongcha
86. parent – 부모 ..... bumo
87. administration – 관리 ..... gwanli
88. drug – 약물 ..... yagmul
89. city – 도시 ..... dosi
90. sense – 의미 ..... uimi
91. policy – 정책 ..... jeongchaeg
92. office – 사무실 ..... samusil
93. decision – 결정 ..... gyeoljeong
94. power – 전원 ..... jeon-won
95. plan – 계획 ..... gyehoeg
96. leader – 리더 ..... lideo
97. information – 정보 ..... jeongbo
98. election – 선거 ..... seongeo
99. movie – 영화 ..... yeonghwa
100. death – 죽음 ..... jug-eum
101. air – 공기 ..... gong-gi
102. call – 전화 ..... jeonhwa
103. community – 지역 사회 ..... jiyeog sahoe
104. look – 모양 ..... moyang
105. evidence – 증거 ..... jeung-geo
106. girl – 소녀 ..... sonyeo
107. doctor – 의사 ..... uisa
108. vote – 투표 ..... tupyo
109. video – 비디오 ..... bidio
110. picture – 사진 ..... sajin
111. room – 방 ..... bang
112. bit – 비트 ..... biteu
113. economy – 경제 ..... gyeongje
114. phone – 전화 ..... jeonhwa
115. history – 역사 ..... yeogsa
116. sort – 정렬 ..... jeonglyeol
117. boy – 소년 ..... sonyeon
118. crime – 범죄 ..... beomjoe
119. process – 과정 ..... gwajeong
120. wife – 아내 ..... anae
121. music – 음악 ..... eum-ag
122. water – 물 ..... mul
123. service – 서비스 ..... seobiseu
124. record – 기록 ..... gilog
125. security – 보안 ..... boan
126. talk – 이야기 ..... iyagi
127. mind – 마음 ..... ma-eum
128. head – 머리 ..... meoli
129. candidate – 후보 ..... hubo
130. official – 공식 ..... gongsig
131. camera – 카메라 ..... kamela
132. student – 학생 ..... hagsaeng
133. attack – 공격 ..... gong-gyeog
134. chance – 기회 ..... gihoe
135. game – 게임 ..... geim
136. baby – 아기 ..... agi
137. south – 남쪽 ..... namjjog
138. change – 변경 ..... byeongyeong
139. trial – 재판 ..... jaepan
140. body – 몸 ..... mom
141. market – 시장 ..... sijang
142. stuff – 물건 ..... mulgeon
143. interest – 관심 ..... gwansim
144. weapon – 무기 ..... mugi
145. heart – 심장 ..... simjang
146. son – 아들 ..... adeul
147. team – 팀 ..... tim
148. town – 마을 ..... ma-eul
149. television – 텔레비전 ..... tellebijeon
150. will – 의지 ..... uiji
151. troop – 군대 ..... gundae
152. judge – 판사 ..... pansa
153. action – 작업 ..... jag-eob
154. answer – 답변 ..... dabbyeon
155. position – 위치 ..... wichi
156. view – 보기 ..... bogi
157. difference – 차이 ..... chai
158. food – 음식 ..... eumsig
159. daughter – 딸 ..... ttal
160. race – 레이스 ..... leiseu
161. deal – 거래 ..... geolae
162. street – 거리 ..... geoli
163. price – 가격 ..... gagyeog
164. message – 메시지 ..... mesiji
165. control – 제어 ..... jeeo
166. debate – 토론 ..... tolon
167. officer – 경찰 ..... gyeongchal
168. film – 필름 ..... pilleum
169. level – 수준 ..... sujun
170. effort – 노력 ..... nolyeog
171. relationship – 관계 ..... gwangye
172. correspondent – 특파원 ..... teugpawon
173. ground – 땅 ..... ttang
174. piece – 조각 ..... jogag
175. husband – 남편 ..... nampyeon
176. budget – 예산 ..... yesan
177. jury – 배심원 ..... baesim-won
178. reporter – 기자 ..... gija
179. weekend – 주말 ..... jumal
180. matter – 문제 ..... munje
181. age – 나이 ..... nai
182. gun – 총 ..... chong
183. peace – 평화 ..... pyeonghwa
184. murder – 살인 ..... sal-in
185. role – 역할 ..... yeoghal
186. investigation – 조사 ..... josa
187. experience – 경험 ..... gyeongheom
188. hospital – 병원 ..... byeong-won
189. eye – 눈 ..... nun
190. director – 감독 ..... gamdog
191. future – 미래 ..... milae
192. face – 얼굴 ..... eolgul
193. oil – 오일 ..... oil
194. result – 결과 ..... gyeolgwa
195. public – 공개 ..... gong-gae
196. lawyer – 변호사 ..... byeonhosa
197. poll – 설문 조사 ..... seolmun josa
198. second – 두 번째 ..... du beonjjae
199. opportunity – 기회 ..... gihoe
200. industry – 업계 ..... eobgye
201. brother – 형제 ..... hyeongje
202. statement – 문 ..... mun
203. fire – 화재 ..... hwajae
204. love – 사랑 ..... salang
205. rate – 속도 ..... sogdo
206. effect – 효과 ..... hyogwa
207. song – 노래 ..... nolae
208. event – 이벤트 ..... ibenteu
209. charge – 충전 ..... chungjeon
210. support – 지원 ..... jiwon
211. radio – 라디오 ..... ladio
212. building – 건물 ..... geonmul
213. bank – 은행 ..... eunhaeng
214. victim – 피해자 ..... pihaeja
215. door – 문 ..... mun
216. interview – 인터뷰 ..... inteobyu
217. scene – 장면 ..... jangmyeon
218. rest – 나머지 ..... nameoji
219. press – 언론 ..... eonlon
220. attention – 관심 ..... gwansim
221. choice – 선택 ..... seontaeg
222. speech – 연설 ..... yeonseol
223. patient – 환자 ..... hwanja
224. truth – 진실 ..... jinsil
225. road – 도로 ..... dolo
226. term – 용어 ..... yong-eo
227. site – 사이트 ..... saiteu
228. worker – 노동자 ..... nodongja
229. professor – 교수 ..... gyosu
230. letter – 편지 ..... pyeonji
231. reform – 개혁 ..... gaehyeog
232. concern – 관심 ..... gwansim
233. folk – 민속 ..... minsog
234. sex – 섹스 ..... segseu
235. study – 연구 ..... yeongu
236. college – 대학 ..... daehag
237. voter – 유권자 ..... yugwonja
238. wall – 벽 ..... byeog
239. evening – 저녁 ..... jeonyeog
240. meeting – 회의 ..... hoeui
241. voice – 음성 ..... eumseong
242. audience – 관객 ..... gwangaeg
243. violence – 폭력 ..... poglyeog
244. rule – 규칙 ..... gyuchig
245. star – 스타 ..... seuta
246. test – 테스트 ..... teseuteu
247. education – 교육 ..... gyoyug
248. trouble – 문제 ..... munje
249. risk – 위험 ..... wiheom
250. prison – 감옥 ..... gam-og
251. guest – 게스트 ..... geseuteu
252. class – 클래스 ..... keullaeseu
253. society – 사회 ..... sahoe
254. soldier – 군인 ..... gun-in
255. plane – 비행기 ..... bihaeng-gi
256. amount – 양 ..... yang
257. help – 도움 ..... doum
258. cost – 비용 ..... biyong
259. authority – 권한 ..... gwonhan
260. foot – 발 ..... bal
261. period – 기간 ..... gigan
262. feeling – 느낌 ..... neukkim
263. step – 단계 ..... dangye
264. cause – 원인 ..... won-in
265. tape – 테이프 ..... teipeu
266. threat – 위협 ..... wihyeob
267. opinion – 의견 ..... uigyeon
268. organization – 조직 ..... jojig
269. type – 유형 ..... yuhyeong
270. conversation – 대화 ..... daehwa
271. disease – 질병 ..... jilbyeong
272. operation – 작업 ..... jag-eob
273. cancer – 암 ..... am
274. magazine – 잡지 ..... jabji
275. governor – 주지사 ..... jujisa
276. pressure – 압력 ..... ablyeog
277. majority – 대부분의 ..... daebubun-ui
278. research – 연구 ..... yeongu
279. character – 캐릭터 ..... kaeligteo
280. station – 역 ..... yeog
281. crisis – 위기 ..... wigi
282. expert – 전문가 ..... jeonmunga
283. blood – 혈액 ..... hyeol-aeg
284. chairman – 회장 ..... hoejang
285. argument – 인수 ..... insu
286. list – 목록 ..... moglog
287. dog – 개 ..... gae
288. computer – 컴퓨터 ..... keompyuteo
289. beginning – 시작 ..... sijag
290. insurance – 보험 ..... boheom
291. field – 필드 ..... pildeu
292. sister – 자매 ..... jamae
293. mistake – 실수 ..... silsu
294. player – 플레이어 ..... peulleieo
295. energy – 에너지 ..... eneoji
296. paper – 종이 ..... jong-i
297. space – 공간 ..... gong-gan
298. store – 가게 ..... gage
299. agreement – 계약 ..... gyeyag
300. responsibility – 책임 ..... chaeg-im
301. lady – 여성 ..... yeoseong
302. order – 순서 ..... sunseo
303. summer – 여름 ..... yeoleum
304. product – 제품 ..... jepum
305. value – 값 ..... gabs
306. stock – 주식 ..... jusig
307. intelligence – 정보 ..... jeongbo
308. teacher – 교사 ..... gyosa
309. agency – 기관 ..... gigwan
310. trade – 무역 ..... muyeog
311. conference – 회의 ..... hoeui
312. cell – 셀 ..... sel
313. church – 교회 ..... gyohoe
314. comment – 코멘트 ..... komenteu
315. source – 소스 ..... soseu
316. past – 지난 ..... jinan
317. cut – 절단 ..... jeoldan
318. thought – 생각 ..... saeng-gag
319. credit – 신용 ..... sin-yong
320. hope – 희망 ..... huimang
321. sign – 로그인 ..... logeu-in
322. career – 경력 ..... gyeonglyeog
323. marriage – 결혼 ..... gyeolhon
324. condition – 조건 ..... jogeon
325. witness – 증인 ..... jeung-in
326. technology – 기술 ..... gisul
327. stage – 무대 ..... mudae
328. staff – 직원 ..... jig-won
329. arm – 팔 ..... pal
330. mission – 임무 ..... immu
331. art – 예술 ..... yesul
332. actor – 배우 ..... baeu
333. battle – 전투 ..... jeontu
334. top – 상단 ..... sangdan
335. citizen – 시민 ..... simin
336. author – 저자 ..... jeoja
337. reaction – 반응 ..... ban-eung
338. gentleman – 신사 ..... sinsa
